ndb,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
23577,293.0,15.76,25.0,0.0,0.0,0.0,66.0
23578,279.0,25.56,18.87,0.0,0.0,0.0,78.0
23579,248.0,23.45,16.44,0.0,0.0,0.0,87.0
23580,277.0,26.28,18.21,0.0,0.0,0.0,93.0
23585,133.0,23.07,3.88,0.0,0.0,0.0,57.0
23586,188.0,30.87,6.22,0.0,0.0,0.0,66.0
23587,194.0,29.07,7.76,0.0,0.0,0.0,62.0
23588,170.0,29.34,4.96,0.0,0.0,0.0,62.0
23593,205.0,34.46,6.43,0.0,0.0,0.0,46.0
23594,128.0,22.19,4.31,0.0,0.0,0.0,59.0
23595,196.0,33.15,6.0,0.0,0.0,0.0,54.0
23596,127.0,21.57,3.84,0.0,0.0,0.0,74.0
23597,124.0,22.6,3.0,0.0,0.0,0.0,60.0
23602,214.0,34.66,7.36,0.0,0.0,0.0,56.0
23603,132.0,22.11,4.19,0.0,0.0,0.0,74.0
23604,163.0,28.0,5.72,0.0,0.0,0.0,37.0
23605,216.0,34.34,7.73,0.0,0.0,0.0,45.0
23610,178.0,29.42,5.84,0.0,0.0,0.0,61.0
23611,131.0,22.09,4.08,0.0,0.0,0.0,56.0
23612,139.0,21.96,5.05,0.0,0.0,0.0,74.0
23613,129.0,21.69,4.06,0.0,0.0,0.0,75.0
23618,140.0,22.22,4.96,0.0,0.0,0.0,56.0
23619,179.0,27.56,6.77,0.0,0.0,0.0,36.0
23620,175.0,29.87,5.3,0.0,0.0,0.0,39.0
23621,193.0,32.04,6.25,0.0,0.0,0.0,42.0
27042,79.0,2.61,3.94,8.28,1.0,0.23,343.0
27043,70.0,2.33,4.23,5.68,0.8,0.0,194.0
27044,41.0,3.29,1.34,3.84,0.8,0.34,186.0
27045,42.0,3.26,0.95,4.99,0.8,1.22,175.0
27050,154.0,0.27,0.02,38.22,0.1,18.75,539.0
27051,128.0,1.36,1.05,28.22,1.8,11.83,1262.0
27052,143.0,3.14,9.51,11.14,0.7,1.95,796.0
27054,133.0,2.92,8.26,11.72,0.6,1.4,773.0
27059,257.0,6.31,16.02,22.02,1.8,17.07,1338.0
27060,50.0,1.16,0.51,10.28,1.1,2.78,138.0
27061,46.0,0.67,2.57,5.01,0.0,0.0,372.0
27062,52.0,2.81,0.96,7.94,0.9,1.22,297.0
27063,30.0,0.62,0.91,4.87,0.5,1.83,547.0
28285,299.0,7.85,9.2,46.13,9.7,2.93,298.0
28286,326.0,6.36,13.2,45.35,9.6,4.15,452.0
28287,286.0,10.2,6.7,46.21,4.8,3.4,467.0
28288,318.0,10.65,5.8,55.77,2.2,3.55,506.0
28293,503.0,4.1,23.5,68.83,1.9,33.8,301.0
28294,507.0,4.5,24.2,67.87,2.3,32.0,380.0
28295,310.0,9.76,9.76,45.89,9.8,2.44,617.0
28296,409.0,3.71,13.0,69.37,14.9,33.42,483.0
28302,386.0,5.71,5.71,77.96,5.7,22.86,629.0
28303,412.0,9.62,16.03,57.29,6.4,0.0,706.0
28304,257.0,7.14,3.57,49.16,4.3,4.29,557.0
28305,269.0,5.71,1.9,57.32,1.0,8.57,429.0
28310,451.0,5.37,14.0,75.99,1.3,21.65,571.0
28311,526.0,3.45,27.59,65.99,3.4,51.72,138.0
28312,269.0,11.69,3.61,47.31,4.2,6.9,463.0
28313,269.0,12.38,4.38,44.93,6.1,5.92,477.0
28318,239.0,8.33,1.04,49.1,4.2,0.0,375.0
28319,255.0,9.3,0.0,54.52,4.7,9.3,372.0
28320,245.0,7.02,1.75,50.17,3.5,1.75,386.0
28321,255.0,9.3,3.49,46.5,2.3,9.3,512.0
28328,425.0,2.94,17.65,63.52,0.0,38.24,279.0
28329,440.0,3.23,19.35,63.26,1.6,40.32,210.0
28330,435.0,4.55,18.18,63.26,0.0,40.91,341.0
28331,463.0,10.16,17.71,65.67,3.1,1.18,970.0
28336,320.0,3.13,10.7,52.83,3.5,8.36,528.0
28337,248.0,4.31,5.24,45.78,4.3,3.53,447.0
28338,298.0,5.4,8.02,51.15,5.5,11.3,515.0
28339,309.0,7.25,9.34,49.09,4.9,9.81,510.0
28344,456.0,2.5,15.41,76.94,3.0,3.9,890.0
28345,453.0,11.25,15.84,66.3,10.2,0.86,438.0
28346,263.0,2.72,8.84,43.05,1.4,1.73,505.0
28347,215.0,3.31,4.55,40.32,1.5,4.06,331.0
28348,321.0,10.04,7.37,53.58,3.1,15.38,253.0
14021,45.0,0.0,0.0,11.27,0.0,10.42,10.0
14159,88.0,0.07,0.0,2.64,0.0,0.0,0.0
14160,84.0,0.07,0.0,2.16,0.0,0.96,5.0
14161,47.0,0.0,0.0,12.26,0.0,11.63,11.0
14162,22.0,0.0,0.1,5.1,0.0,4.8,13.0
14167,0.0,0.0,0.0,0.14,0.0,0.0,42.0
14168,372.0,1.8,0.2,93.3,8.0,0.0,103.0
14169,75.0,3.16,3.11,8.68,0.4,0.0,46.0
14171,31.0,0.21,2.08,2.92,0.0,2.5,19.0
14181,279.0,2.1,1.13,65.1,2.6,49.65,72.0
14182,90.0,3.07,2.96,12.78,0.3,11.31,47.0
14183,60.0,1.48,0.98,11.42,0.0,9.23,31.0
14185,1.0,0.0,0.0,0.15,0.0,0.0,3.0
14191,1.0,0.0,0.0,0.31,0.0,0.0,26.0
14192,398.0,6.67,4.0,83.73,3.7,65.55,504.0
14194,55.0,0.92,0.55,11.54,0.5,9.03,73.0
14195,400.0,2.8,15.0,75.0,3.7,65.0,800.0
14202,9.0,0.1,0.18,1.69,0.0,0.0,14.0
14203,352.0,14.42,0.5,73.18,0.0,0.0,37.0
14204,440.0,9.0,13.21,71.4,4.8,34.98,500.0
14206,27.0,0.0,0.22,6.2,0.0,5.32,21.0
14207,2.0,0.0,0.0,0.41,0.0,0.0,1.0
14215,2.0,0.1,0.0,0.34,0.0,0.0,4.0
14216,15.0,0.0,0.0,3.75,0.0,3.75,8.0
14217,54.0,0.21,0.0,13.16,0.6,12.6,19.0
14218,351.0,11.6,0.2,76.0,0.0,0.0,23.0
14223,3.0,0.09,0.0,0.75,0.0,0.0,7.0
14224,460.0,5.29,15.87,74.04,1.9,58.2,317.0
14226,26.0,0.73,0.0,5.77,0.7,5.02,2.0
14227,49.0,0.22,0.01,11.98,0.6,11.42,3.0
14236,360.0,6.01,2.52,78.42,23.3,4.63,83.0
14237,6.0,0.1,0.04,1.3,0.4,0.08,5.0
14238,63.0,0.0,0.11,15.85,0.0,14.5,2.0
14239,68.0,0.0,0.0,10.07,0.0,9.77,5.0
14240,64.0,0.2,0.0,16.2,0.1,0.0,2.0
14246,378.0,0.0,0.0,94.45,0.0,0.0,0.0
14247,0.0,0.0,0.0,0.0,0.0,0.0,2.0
14248,46.0,0.25,0.0,0.77,0.0,0.09,4.0
14250,56.0,0.0,0.0,5.92,0.0,5.92,4.0
14256,46.0,0.19,0.0,12.76,0.6,12.2,7.0
14257,19.0,0.22,0.01,4.72,0.7,3.97,15.0
14258,45.0,0.13,0.01,11.88,0.6,11.32,11.0
14259,23.0,0.36,0.02,5.78,0.7,5.02,8.0
14267,47.0,0.0,0.0,11.94,0.2,11.29,38.0
14268,162.0,0.2,0.0,41.4,0.4,0.0,8.0
14269,46.0,0.06,0.0,11.66,0.1,0.0,5.0
14270,465.0,0.0,13.33,86.28,0.0,66.67,333.0
14544,1.0,0.0,0.0,0.3,0.0,0.0,0.0
14545,1.0,0.0,0.0,0.2,0.0,0.0,1.0
14553,6.0,0.5,0.0,1.1,0.0,1.1,7.0
14555,0.0,0.0,0.0,0.0,0.0,0.0,2.0
14557,400.0,4.55,2.27,90.28,4.5,81.82,136.0
14558,89.0,3.27,3.17,11.87,0.4,11.59,50.0
14605,22.0,0.0,0.0,5.49,0.0,5.49,0.0
14607,4.0,0.0,0.0,1.23,0.0,0.41,14.0
14608,4.0,0.0,0.0,1.26,0.0,0.84,13.0
14609,4.0,0.0,0.0,1.26,0.0,0.84,13.0
14614,33.0,0.0,0.0,8.23,0.0,8.23,16.0
14615,29.0,0.0,0.0,7.41,0.0,7.41,21.0
14616,33.0,0.0,0.0,7.82,0.0,7.82,21.0
14617,29.0,0.0,0.0,7.41,0.0,7.41,21.0
14622,49.0,0.41,0.0,11.38,0.0,10.16,33.0
14623,45.0,0.0,0.0,10.98,0.0,10.57,28.0
14625,46.0,0.25,0.08,12.08,0.0,12.08,27.0
14626,46.0,0.25,0.08,12.08,0.0,12.08,35.0
14633,4.0,0.0,0.0,1.1,0.0,0.63,14.0
14634,77.0,3.05,1.83,12.08,0.4,11.4,49.0
14635,46.0,0.3,0.01,11.15,0.0,10.37,29.0
14636,39.0,0.0,0.07,10.0,0.0,9.0,2.0
14641,1.0,0.25,0.08,0.7,0.0,0.0,14.0
14644,8.0,0.05,0.01,1.94,0.0,1.3,45.0
14645,64.0,0.0,0.0,16.03,0.0,15.85,36.0
14646,27.0,0.0,0.0,6.67,0.0,5.0,36.0
14654,392.0,53.57,10.71,20.38,0.0,3.57,1214.0
15001,131.0,20.35,4.84,0.0,0.0,0.0,104.0
15002,210.0,28.89,9.71,0.0,0.0,0.0,3668.0
15003,114.0,18.86,3.69,0.0,0.0,0.0,70.0
15009,162.0,22.86,7.17,0.0,0.0,0.0,63.0
15010,95.0,16.38,2.82,0.0,0.0,0.0,43.0
15011,229.0,18.09,13.33,8.04,0.7,0.0,280.0
15012,264.0,24.6,17.9,4.0,0.0,0.0,1500.0
15017,105.0,22.76,0.86,0.0,0.0,0.0,218.0
15018,290.0,62.82,2.37,0.0,0.0,0.0,7027.0
15019,69.0,15.27,0.41,0.0,0.0,0.0,303.0
15020,104.0,17.78,3.17,0.0,0.0,0.0,56.0
15025,184.0,18.44,11.66,0.0,0.0,0.0,51.0
15026,236.0,23.65,14.95,0.0,0.0,0.0,65.0
15027,277.0,11.01,16.23,21.66,1.5,1.65,402.0
15028,70.0,12.41,1.93,0.0,0.0,0.0,296.0
15029,86.0,15.24,2.37,0.0,0.0,0.0,363.0
15034,90.0,19.99,0.55,0.0,0.0,0.0,261.0
15035,116.0,25.23,0.96,0.0,0.0,0.0,763.0
15036,91.0,18.56,1.33,0.0,0.0,0.0,68.0
15037,111.0,22.54,1.61,0.0,0.0,0.0,82.0
15137,97.0,19.35,1.54,0.0,0.0,0.0,1072.0
15138,95.0,7.62,0.46,15.0,0.5,6.25,529.0
15139,87.0,18.06,1.08,0.04,0.0,0.0,293.0
15140,83.0,17.88,0.74,0.0,0.0,0.0,395.0
15145,77.0,15.97,0.95,0.0,0.0,0.0,58.0
15146,82.0,16.77,1.2,0.0,0.0,0.0,94.0
15147,77.0,16.52,0.75,0.0,0.0,0.0,423.0
15148,89.0,19.0,0.86,0.0,0.0,0.0,486.0
15149,71.0,13.61,1.01,0.91,0.0,0.0,566.0
15154,112.0,20.6,1.51,2.43,0.0,0.0,177.0
15155,105.0,17.1,0.76,6.01,0.0,0.0,301.0
15156,189.0,19.63,6.78,11.05,0.0,0.0,591.0
15157,86.0,14.67,0.96,3.57,0.0,0.0,601.0
15163,79.0,16.24,0.7,0.82,0.0,0.0,372.0
15164,86.0,11.9,2.24,3.69,0.0,0.0,286.0
15165,172.0,23.8,4.48,7.39,0.0,0.0,369.0
15166,82.0,14.91,1.04,2.2,0.0,0.0,230.0
15171,81.0,9.45,2.3,4.95,0.0,0.0,106.0
15172,69.0,12.06,0.49,3.18,0.0,0.0,392.0
15173,216.0,18.07,10.94,10.13,0.0,0.0,464.0
15174,99.0,12.77,0.41,10.62,0.0,0.0,795.0
15175,92.0,15.58,1.38,3.08,0.0,0.0,44.0
15180,141.0,21.43,5.5,0.0,0.0,0.0,75.0
15181,139.0,19.78,6.05,0.0,0.0,0.0,75.0
15182,153.0,20.47,7.31,0.0,0.0,0.0,75.0
15183,198.0,29.13,8.21,0.0,0.0,0.0,50.0
15188,124.0,22.73,2.99,0.0,0.0,0.0,88.0
15189,159.0,25.69,5.44,0.0,0.0,0.0,77.0
15190,115.0,24.76,1.04,0.0,0.0,0.0,124.0
15191,187.0,22.15,10.28,0.0,0.0,0.0,114.0
15196,239.0,18.42,17.74,0.0,0.0,0.0,103.0
15197,250.0,21.01,17.79,0.0,0.0,0.0,95.0
15198,111.0,24.35,0.82,0.0,0.0,0.0,173.0
15199,109.0,22.64,1.36,0.0,0.0,0.0,76.0
15200,134.0,26.0,2.56,0.0,0.0,0.0,203.0
15205,118.0,24.92,1.26,0.0,0.0,0.0,110.0
15206,102.0,21.33,1.17,0.0,0.0,0.0,78.0
15207,204.0,28.62,8.23,1.92,0.0,0.0,117.0
15208,250.0,17.19,19.62,0.0,0.0,0.0,72.0
15213,135.0,24.21,3.5,0.0,0.0,0.0,54.0
15214,133.0,21.46,4.63,0.0,0.0,0.0,74.0
15215,252.0,21.71,17.65,0.0,0.0,0.0,65.0
15216,158.0,23.73,6.28,0.0,0.0,0.0,37.0
15222,122.0,20.58,3.78,0.0,0.0,0.0,192.0
15223,172.0,24.47,7.51,0.0,0.0,0.0,65.0
15224,123.0,22.44,3.06,0.0,0.0,0.0,109.0
15225,187.0,29.67,6.72,0.0,0.0,0.0,50.0
15230,164.0,29.82,2.08,4.4,0.0,0.0,460.0
15231,163.0,18.9,4.6,9.9,0.0,0.0,212.0
15232,105.0,22.64,0.9,0.0,0.0,0.0,69.0
16071,338.0,21.46,0.69,63.38,19.0,8.5,18.0
16072,115.0,7.8,0.38,20.88,7.0,2.9,2.0
16073,79.0,4.93,0.17,14.91,4.8,0.0,336.0
16074,335.0,20.62,0.93,62.83,20.6,8.32,13.0
16080,347.0,23.86,1.15,62.62,16.3,6.6,15.0
16081,105.0,7.02,0.38,19.15,7.6,2.0,2.0
16082,351.0,0.16,0.06,86.09,0.5,0.0,10.0
16083,341.0,25.21,1.64,58.99,18.3,0.0,38.0
16088,318.0,13.5,22.01,21.26,8.8,2.47,751.0
16089,599.0,28.03,52.5,15.26,9.4,4.18,320.0
16090,587.0,24.35,49.66,21.26,8.4,4.9,410.0
16091,570.0,26.15,49.6,15.83,9.5,0.0,22.0
16096,578.0,25.87,48.62,19.86,8.9,0.0,433.0
16097,589.0,24.06,49.94,21.57,8.0,8.41,486.0
16098,598.0,22.21,51.36,22.31,5.0,10.49,426.0
16099,327.0,52.2,0.55,34.7,15.8,8.22,180.0
16106,311.0,41.71,2.97,34.71,17.5,0.0,10.0
16107,255.0,20.28,18.16,8.09,2.8,0.0,888.0
16108,446.0,36.49,19.94,30.16,9.3,7.33,2.0
16109,172.0,18.21,8.97,8.36,6.0,3.0,1.0
16114,192.0,20.29,10.8,7.64,0.0,0.0,9.0
16115,434.0,37.81,20.65,31.92,9.6,7.5,13.0
16116,439.0,38.09,21.86,30.38,9.7,7.61,12.0
16117,327.0,51.46,1.22,33.92,17.5,16.42,20.0
16122,335.0,88.32,3.39,0.0,0.0,0.0,1005.0
16123,53.0,8.14,0.57,4.93,0.8,0.4,5493.0
16124,60.0,10.51,0.1,5.57,0.8,1.7,5586.0
16125,60.0,7.0,0.51,7.84,0.5,1.3,6820.0
16132,116.0,8.92,8.0,4.38,0.0,0.0,2873.0
16133,347.0,24.33,1.31,61.91,11.0,0.0,17.0
16134,118.0,8.29,0.45,21.09,3.8,0.0,5.0
16135,409.0,29.65,16.32,41.71,25.9,0.0,38.0
16144,358.0,23.91,2.17,63.1,10.8,0.0,7.0
16145,124.0,7.98,1.05,21.49,5.5,3.8,231.0
16146,114.0,6.99,0.9,20.22,5.5,0.54,239.0
16147,177.0,15.7,6.3,14.27,4.9,1.07,569.0
16157,387.0,22.39,6.69,57.82,10.8,10.85,64.0
16158,237.0,7.78,17.82,15.0,5.5,0.62,426.0
16159,83.0,9.98,5.26,1.18,1.0,0.71,4.0
16160,145.0,12.68,9.99,4.39,0.6,0.0,2.0
16161,55.0,4.8,2.7,2.9,0.1,1.31,5.0
16166,63.0,2.26,1.53,9.95,0.4,7.86,53.0
16167,588.0,21.93,49.54,23.98,5.7,6.5,476.0
16168,63.0,2.26,1.53,9.95,0.4,7.86,53.0
16171,83.0,5.28,0.87,13.5,4.7,0.59,430.0
16211,118.0,12.4,6.3,2.8,2.0,0.6,6.0
16403,89.0,4.98,2.01,13.55,3.7,0.54,138.0
16409,172.0,18.21,8.97,8.36,6.0,2.36,237.0
16410,469.0,38.55,25.4,30.22,17.7,0.0,4.0
16420,328.0,63.63,0.46,25.41,5.5,20.0,900.0
16422,321.0,88.32,0.53,2.59,0.0,0.0,50.0
16428,470.0,52.43,30.34,8.3,1.2,0.0,6.0
16429,270.0,18.82,20.18,8.86,3.9,0.0,16.0
16432,116.0,8.15,8.0,5.15,0.0,0.0,2873.0
16434,118.0,8.29,0.45,21.09,3.8,0.0,241.0
17003,134.0,20.29,5.25,0.0,0.0,0.0,66.0
17004,206.0,28.22,9.52,0.0,0.0,0.0,76.0
17005,665.0,6.65,70.61,0.0,0.0,0.0,31.0
17006,586.0,12.16,59.18,0.0,0.0,0.0,58.0
17011,230.0,17.91,17.07,0.0,0.0,0.0,56.0
17012,258.0,25.55,16.48,0.0,0.0,0.0,66.0
17013,128.0,20.56,4.51,0.0,0.0,0.0,62.0
17014,191.0,28.3,7.74,0.0,0.0,0.0,68.0
17015,201.0,18.58,13.49,0.0,0.0,0.0,57.0
17020,292.0,24.63,20.67,0.0,0.0,0.0,68.0
17021,134.0,20.55,5.08,0.0,0.0,0.0,64.0
17022,204.0,28.35,9.17,0.0,0.0,0.0,71.0
17023,310.0,16.32,26.63,0.0,0.0,0.0,56.0
17028,202.0,26.59,9.76,0.0,0.0,0.0,66.0
17029,372.0,14.52,34.39,0.0,0.0,0.0,56.0
17030,361.0,22.13,29.59,0.0,0.0,0.0,76.0
17031,359.0,21.12,29.82,0.0,0.0,0.0,73.0
17037,278.0,24.42,19.26,0.0,0.0,0.0,78.0
17038,276.0,22.51,19.97,0.0,0.0,0.0,66.0
17039,144.0,19.55,6.76,0.0,0.0,0.0,70.0
17040,283.0,32.81,15.89,0.0,0.0,0.0,79.0
17045,281.0,24.44,19.55,0.0,0.0,0.0,77.0
17046,279.0,22.53,20.24,0.0,0.0,0.0,65.0
17047,132.0,19.99,5.2,0.0,0.0,0.0,69.0
17048,279.0,35.54,14.08,0.0,0.0,0.0,76.0
17053,278.0,23.08,19.94,0.0,0.0,0.0,82.0
17054,281.0,22.25,20.61,0.0,0.0,0.0,66.0
17055,151.0,19.29,7.63,0.0,0.0,0.0,70.0
17056,288.0,32.35,16.64,0.0,0.0,0.0,79.0
17062,277.0,16.74,22.74,0.0,0.0,0.0,39.0
17063,305.0,24.42,22.26,0.0,0.0,0.0,46.0
17064,128.0,20.75,4.41,0.0,0.0,0.0,46.0
17065,206.0,29.59,8.86,0.0,0.0,0.0,50.0
17070,122.0,22.05,3.77,0.0,0.0,0.0,82.0
17071,209.0,33.31,8.4,0.0,0.0,0.0,77.0
17072,206.0,18.64,14.52,0.13,0.0,0.0,59.0
17073,246.0,24.81,15.56,0.0,0.0,0.0,43.0
17172,102.0,22.24,0.74,0.0,0.0,0.0,65.0
17173,134.0,29.27,0.97,0.0,0.0,0.0,69.0
17179,206.0,30.38,8.41,0.0,0.0,0.0,37.0
17180,114.0,21.79,2.32,0.0,0.0,0.0,50.0
17181,173.0,33.02,3.51,0.0,0.0,0.0,45.0
17182,255.0,29.2,14.5,0.0,0.0,0.0,79.0
17187,273.0,16.97,22.19,0.0,0.0,0.0,157.0
17188,118.0,10.32,8.21,0.0,0.0,0.0,127.0
17189,136.0,11.48,9.63,0.0,0.0,0.0,156.0
17190,213.0,14.48,16.75,0.0,0.0,0.0,176.0
17195,97.0,15.74,2.95,0.82,0.0,0.0,156.0
17196,137.0,23.65,3.62,0.99,0.0,0.0,151.0
17197,99.0,15.76,3.12,0.85,0.0,0.0,178.0
17198,163.0,26.32,5.66,0.0,0.0,0.0,110.0
17204,193.0,27.37,6.51,4.47,0.0,0.0,85.0
17205,95.0,16.7,2.6,0.0,0.0,0.0,157.0
17206,113.0,19.88,3.1,0.0,0.0,0.0,84.0
17207,90.0,16.3,2.3,0.0,0.0,0.0,108.0
17212,182.0,15.0,13.1,0.0,0.0,0.0,67.0
17213,256.0,29.1,14.6,0.0,0.0,0.0,68.0
17214,101.0,17.2,3.1,0.0,0.0,0.0,84.0
17215,156.0,26.46,4.77,0.0,0.0,0.0,58.0
17220,222.0,15.7,17.17,0.0,0.0,0.0,78.0
17221,275.0,21.57,20.28,0.0,0.0,0.0,67.0
17222,131.0,17.18,5.48,1.91,0.0,0.0,82.0
17223,202.0,25.85,10.1,0.0,0.0,0.0,64.0
17224,282.0,16.56,23.41,0.0,0.0,0.0,59.0
17229,243.0,28.37,13.46,0.0,0.0,0.0,72.0
17230,209.0,18.47,14.42,0.0,0.0,0.0,57.0
17231,242.0,26.2,14.42,0.0,0.0,0.0,67.0
17232,185.0,18.99,11.5,0.0,0.0,0.0,58.0
17237,297.0,26.06,20.61,0.0,0.0,0.0,78.0
17238,290.0,23.27,21.12,0.0,0.0,0.0,64.0
17239,342.0,15.32,30.71,0.0,0.0,0.0,58.0
17240,340.0,23.06,26.82,0.0,0.0,0.0,77.0
17245,269.0,22.7,19.08,0.0,0.0,0.0,66.0
17246,244.0,17.19,18.94,0.0,0.0,0.0,61.0
17247,337.0,31.1,22.65,0.0,0.0,0.0,72.0
17248,269.0,24.91,18.05,0.0,0.0,0.0,78.0
17249,267.0,22.93,18.75,0.0,0.0,0.0,65.0
17254,232.0,17.95,17.2,0.0,0.0,0.0,41.0
17255,270.0,25.26,17.98,0.0,0.0,0.0,46.0
17256,223.0,18.04,16.15,0.0,0.0,0.0,45.0
17257,258.0,26.97,15.83,0.0,0.0,0.0,47.0
17262,311.0,15.87,27.0,0.0,0.0,0.0,42.0
17263,317.0,19.86,25.74,0.0,0.0,0.0,44.0
17264,251.0,17.19,19.74,0.0,0.0,0.0,42.0
17265,342.0,29.43,24.03,0.0,0.0,0.0,52.0
17271,208.0,17.47,14.75,0.0,0.0,0.0,71.0
17272,266.0,26.97,16.77,0.0,0.0,0.0,65.0
17273,282.0,25.93,18.95,0.0,0.0,0.0,64.0
17274,248.0,28.23,14.16,0.0,0.0,0.0,66.0
17275,218.0,30.32,9.8,0.0,0.0,0.0,68.0
17280,229.0,17.84,16.97,0.0,0.0,0.0,74.0
17281,256.0,24.52,16.82,0.0,0.0,0.0,76.0
17282,142.0,20.25,6.18,0.0,0.0,0.0,83.0
17283,201.0,26.71,9.63,0.0,0.0,0.0,80.0
17288,123.0,20.83,3.81,0.0,0.0,0.0,106.0
17289,165.0,27.5,5.22,0.0,0.0,0.0,100.0
17290,215.0,18.24,15.19,0.0,0.0,0.0,73.0
17291,244.0,25.16,15.13,0.0,0.0,0.0,70.0
17297,182.0,27.18,7.27,0.0,0.0,0.0,69.0
17298,254.0,17.25,20.0,0.0,0.0,0.0,70.0
17299,281.0,24.88,19.38,0.0,0.0,0.0,78.0
17300,138.0,20.48,5.64,0.0,0.0,0.0,80.0
17305,188.0,27.63,7.8,0.0,0.0,0.0,66.0
17306,195.0,19.17,12.56,0.0,0.0,0.0,61.0
17307,215.0,25.54,11.78,0.0,0.0,0.0,65.0
17308,143.0,20.65,6.08,0.0,0.0,0.0,64.0
17313,192.0,26.53,8.75,0.0,0.0,0.0,80.0
17314,237.0,21.26,16.89,0.0,0.0,0.0,69.0
17315,305.0,28.48,21.2,0.0,0.0,0.0,79.0
17316,147.0,24.07,5.59,0.0,0.0,0.0,71.0
17322,243.0,17.06,18.89,0.0,0.0,0.0,72.0
17323,311.0,29.7,20.38,0.0,0.0,0.0,73.0
17324,137.0,19.88,5.81,0.0,0.0,0.0,83.0
17325,238.0,34.17,10.23,0.0,0.0,0.0,78.0
17330,223.0,18.67,15.93,0.0,0.0,0.0,66.0
17331,238.0,23.77,15.13,0.0,0.0,0.0,73.0
17332,171.0,28.05,5.65,0.0,0.0,0.0,53.0
17333,193.0,33.78,5.43,0.0,0.0,0.0,57.0
17338,172.0,21.76,8.82,0.0,0.0,0.0,79.0
17339,193.0,26.64,8.74,0.0,0.0,0.0,85.0
17340,167.0,31.0,3.84,0.0,0.0,0.0,54.0
17341,156.0,30.94,2.64,0.0,0.0,0.0,51.0
17342,162.0,30.76,3.41,0.0,0.0,0.0,50.0
17347,149.0,29.9,2.35,0.0,0.0,0.0,57.0
17348,152.0,31.47,1.92,0.0,0.0,0.0,45.0
17349,123.0,20.18,4.65,0.0,0.0,0.0,112.0
17350,145.0,19.58,7.42,0.0,0.0,0.0,108.0
17355,640.0,4.63,68.53,1.26,0.0,0.0,34.0
17356,703.0,3.87,76.16,0.55,0.0,0.0,28.0
17357,154.0,14.03,10.92,0.0,0.0,0.0,101.0
17358,118.0,11.33,8.03,0.0,0.0,0.0,117.0
17363,121.0,21.68,3.83,0.0,0.0,0.0,62.0
17364,112.0,19.78,3.56,0.18,0.0,0.0,199.0
17365,234.0,27.88,13.6,0.0,0.0,0.0,54.0
17366,180.0,21.72,10.31,0.0,0.0,0.0,87.0
17367,84.0,15.21,2.54,0.03,0.0,0.0,168.0
17372,161.0,26.26,6.21,0.0,0.0,0.0,67.0
17373,105.0,18.09,3.68,0.0,0.0,0.0,94.0
17374,144.0,21.13,6.61,0.0,0.0,0.0,52.0
17375,72.0,11.0,3.16,0.0,0.0,0.0,39.0
17380,159.0,25.29,6.44,0.0,0.0,0.0,62.0
17381,121.0,20.93,4.09,0.0,0.0,0.0,60.0
17382,255.0,31.06,14.56,0.0,0.0,0.0,59.0
17383,164.0,20.62,9.08,0.0,0.0,0.0,82.0
17388,156.0,28.99,4.49,0.0,0.0,0.0,57.0
17389,120.0,21.5,3.77,0.0,0.0,0.0,60.0
17390,196.0,32.5,7.37,0.0,0.0,0.0,72.0
17391,115.0,20.4,3.35,0.73,0.0,0.0,82.0
17392,151.0,19.84,7.97,0.0,0.0,0.0,81.0
17397,147.0,20.61,7.12,0.0,0.0,0.0,63.0
17398,208.0,27.43,10.7,0.41,0.0,0.0,84.0
17399,192.0,25.08,10.13,0.0,0.0,0.0,80.0
17400,162.0,26.31,6.35,0.0,0.0,0.0,67.0
17405,212.0,24.26,12.76,0.04,0.0,0.0,65.0
17406,332.0,21.5,27.11,0.41,0.0,0.0,73.0
17407,274.0,21.13,20.98,0.1,0.0,0.0,69.0
17408,273.0,16.56,22.9,0.2,0.0,0.0,63.0
17414,252.0,16.9,20.36,0.2,0.0,0.0,58.0
5137,130.0,18.28,5.18,1.42,0.0,0.0,77.0
5138,164.0,26.39,5.4,0.76,0.0,0.0,55.0
5143,136.0,18.74,4.64,3.53,0.0,0.0,140.0
5144,211.0,17.42,15.2,0.0,0.0,0.0,56.0
5145,123.0,19.85,4.25,0.0,0.0,0.0,57.0
5146,371.0,15.86,33.62,0.0,0.0,0.0,73.0
5152,110.0,20.64,2.47,0.0,0.0,0.0,69.0
5153,181.0,22.7,9.29,0.0,0.0,0.0,40.0
5154,133.0,23.57,3.64,0.0,0.0,0.0,37.0
5155,133.0,24.37,3.25,0.0,0.0,0.0,33.0
5160,294.0,18.47,23.8,0.0,0.0,0.0,54.0
5623,103.0,22.5,0.8,0.0,0.0,0.0,120.0
5624,154.0,31.27,2.3,0.0,0.0,0.0,53.0
5625,102.0,22.25,0.74,0.0,0.0,0.0,150.0
5626,112.0,22.83,1.64,0.0,0.0,0.0,90.0
5632,152.0,29.07,3.13,0.0,0.0,0.0,58.0
5641,165.0,20.22,8.7,0.0,0.0,0.0,72.0
5642,175.0,26.15,7.07,0.0,0.0,0.0,80.0
5643,117.0,21.81,2.65,0.0,0.0,0.0,75.0
5648,115.0,22.86,1.96,0.0,0.0,0.0,90.0
5649,120.0,23.36,2.21,0.0,0.0,0.0,70.0
