ndb,energy_kcal,protein_g,fat_g,carbs_g,fiber_g,sugar_g,sodium_mg
11828,93.0,2.5,0.13,21.15,2.2,1.18,10.0
11829,93.0,1.96,0.1,21.55,1.5,1.7,241.0
11830,198.0,4.29,0.1,46.06,7.9,1.4,257.0
11831,87.0,1.87,0.1,20.13,2.0,0.91,240.0
11836,132.0,4.39,0.1,29.63,5.5,0.0,252.0
11837,63.0,1.98,0.13,13.93,1.4,0.0,256.0
11840,218.0,3.44,8.2,34.03,3.2,0.0,281.0
11841,168.0,2.66,5.22,28.71,2.6,0.28,32.0
11847,15.0,1.09,0.08,3.18,0.9,2.4,242.0
11848,21.0,2.72,0.22,3.39,2.7,0.69,244.0
11849,18.0,1.49,0.19,3.55,0.0,0.0,280.0
11850,17.0,0.67,0.24,3.43,1.6,1.83,249.0
11855,19.0,2.11,0.37,2.92,2.2,0.33,75.0
11856,34.0,4.01,0.87,4.8,3.7,0.51,322.0
11857,20.0,0.91,0.31,4.31,1.4,2.59,237.0
11858,19.0,1.04,0.39,3.79,1.1,2.48,237.0
11863,37.0,0.89,0.35,8.85,2.8,3.3,237.0
11864,56.0,1.12,0.14,14.58,4.4,0.0,240.0
11865,34.0,0.67,0.08,8.79,2.6,0.0,239.0
11866,40.0,0.9,0.09,10.49,3.2,1.97,240.0
11872,93.0,4.31,0.89,19.95,4.1,2.21,281.0
11873,20.0,2.08,0.24,3.7,1.9,0.0,358.0
11874,35.0,2.18,0.34,7.38,1.9,5.48,249.0
11875,90.0,2.01,0.15,20.71,3.3,6.48,246.0
11880,14.0,0.73,0.08,3.19,0.0,0.0,238.0
11881,44.0,4.16,0.68,6.85,0.0,0.0,290.0
11884,18.0,0.95,0.11,4.01,0.7,2.49,247.0
11885,16.0,0.79,0.25,3.47,1.9,2.55,10.0
11891,20.0,1.14,0.23,4.36,3.5,0.53,265.0
11892,29.0,3.35,0.42,4.98,3.4,0.75,251.0
11893,34.0,2.99,0.38,4.74,3.1,0.95,255.0
11894,60.0,2.86,0.15,13.09,4.4,3.12,271.0
11998,22.0,2.11,0.35,3.87,1.3,2.5,9.0
12001,191.0,7.4,5.59,29.24,5.2,0.0,25.0
12003,168.0,5.3,2.3,32.0,4.8,0.0,23.0
12008,332.0,49.83,1.41,36.1,0.0,0.0,35.0
12011,367.0,49.1,4.77,38.43,0.0,0.0,37.0
12012,553.0,31.56,48.75,8.67,4.0,1.5,5.0
12013,332.0,15.41,1.97,64.47,0.0,0.0,5.0
12023,573.0,17.73,49.67,23.45,11.8,0.3,11.0
12024,565.0,16.96,48.0,25.74,14.0,0.0,11.0
12029,567.0,16.96,48.0,26.04,16.9,0.48,39.0
12032,382.0,40.32,11.89,35.14,0.0,0.0,41.0
12039,619.0,17.21,56.8,20.59,11.5,0.0,3.0
12040,617.0,17.28,55.2,23.32,5.7,10.54,3.0
12041,326.0,48.06,1.61,35.83,5.2,0.0,3.0
12058,387.0,6.15,23.86,40.75,0.0,0.0,0.0
12063,598.0,20.96,52.54,21.01,10.9,4.86,3.0
12065,607.0,21.23,55.17,17.68,10.5,4.55,1.0
12071,458.0,9.0,27.74,47.81,4.8,36.25,9.0
12077,576.0,6.2,50.0,33.5,0.0,0.0,38.0
12087,553.0,18.22,43.85,30.19,3.3,5.91,12.0
12088,587.0,17.56,49.41,27.57,2.0,0.0,15.0
12093,224.0,4.2,1.11,49.07,0.0,0.0,3.0
12094,363.0,6.82,1.81,79.76,0.0,0.0,5.0
12095,153.0,2.88,0.76,33.64,0.0,0.0,2.0
12100,369.0,5.01,3.91,78.43,0.0,0.0,37.0
12101,131.0,2.0,1.38,27.76,0.0,0.0,27.0
12104,354.0,3.33,33.49,15.23,9.0,6.23,20.0
12108,660.0,6.88,64.53,23.65,16.3,7.35,37.0
12116,357.0,1.17,16.31,53.21,0.2,51.5,36.0
12117,230.0,2.29,23.84,5.54,2.2,3.34,15.0
12118,197.0,2.02,21.33,2.81,0.0,0.0,13.0
12119,19.0,0.72,0.2,3.71,1.1,2.61,105.0
12128,348.0,10.35,2.0,72.45,0.0,0.0,13.0
12129,111.0,2.29,1.62,22.1,9.3,0.0,307.0
12130,657.0,12.72,64.37,18.25,6.4,0.0,1.0
12131,718.0,7.91,75.77,13.82,8.6,4.57,5.0
12132,718.0,7.79,76.08,13.38,8.0,4.14,4.0
12140,622.0,13.82,57.7,23.68,5.2,0.0,505.0
12141,608.0,18.0,53.2,24.62,7.1,3.9,113.0
12142,691.0,9.17,71.97,13.86,9.6,3.97,0.0
12143,710.0,9.5,74.27,13.55,9.4,4.06,1.0
12151,560.0,20.16,45.32,27.17,10.6,7.66,1.0
12152,572.0,21.05,45.82,28.28,10.3,7.74,6.0
12154,619.0,24.06,59.33,9.58,6.8,1.1,2.0
12155,654.0,15.23,65.21,13.71,6.7,2.61,2.0
12163,446.0,18.55,19.4,53.75,18.4,0.0,18.0
12166,595.0,17.0,53.76,21.19,9.3,0.49,115.0
12167,245.0,3.17,2.2,52.96,5.1,10.6,2.0
12169,586.0,18.08,50.87,24.05,5.5,0.0,12.0
12170,526.0,30.78,37.1,26.62,0.0,0.0,41.0
13335,854.0,1.5,94.0,0.0,0.0,0.0,7.0
13337,236.0,12.18,20.35,0.0,0.0,0.0,96.0
13338,319.0,21.85,24.98,0.0,0.0,0.0,116.0
13339,224.0,14.9,16.09,3.68,0.0,0.0,69.0
13344,406.0,12.5,38.8,0.7,0.0,0.0,955.0
13345,449.0,31.3,34.4,1.4,0.0,0.0,2253.0
13346,198.0,14.68,14.9,0.14,0.0,0.0,1217.0
13347,251.0,18.17,18.98,0.47,0.0,0.0,973.0
13352,228.0,26.49,13.42,0.28,0.0,0.0,73.0
13353,111.0,19.0,3.3,0.0,0.0,0.0,1322.0
13354,209.0,26.53,11.46,0.0,0.0,0.0,74.0
13355,147.0,21.8,5.82,0.36,0.0,0.1,1078.0
13356,170.0,19.42,9.99,0.49,0.0,0.0,77.0
13362,233.0,28.17,12.53,0.0,0.0,0.0,62.0
13363,203.0,28.61,9.18,0.0,0.0,0.0,62.0
13364,203.0,29.9,8.37,0.0,0.0,0.0,64.0
13365,206.0,29.51,8.87,0.0,0.0,0.0,63.0
13370,205.0,33.26,6.99,0.0,0.0,0.0,54.0
13371,358.0,23.53,28.5,0.0,0.0,0.0,68.0
13372,244.0,28.05,13.8,0.0,0.0,0.0,77.0
13373,297.0,28.94,19.17,0.0,0.0,0.0,47.0
13381,288.0,27.17,19.02,0.0,0.0,0.0,64.0
13382,253.0,31.06,13.3,0.0,0.0,0.0,71.0
13383,231.0,30.45,11.14,0.0,0.0,0.0,63.0
13384,216.0,30.68,9.44,0.0,0.0,0.0,67.0
13390,220.0,27.53,11.4,0.0,0.0,0.0,73.0
13391,249.0,27.27,14.74,0.0,0.0,0.0,56.0
13392,312.0,24.73,22.84,0.0,0.0,0.0,64.0
13393,285.0,24.91,19.79,0.0,0.0,0.0,64.0
13399,187.0,27.42,7.72,0.0,0.0,0.0,36.0
13401,230.0,32.73,10.0,0.0,0.0,0.0,42.0
13402,199.0,26.76,9.37,0.0,0.0,0.0,35.0
13404,217.0,34.39,7.72,0.0,0.0,0.0,45.0
13413,206.0,34.93,6.3,0.0,0.0,0.0,46.0
13414,169.0,28.29,5.33,0.0,0.0,0.0,38.0
13415,167.0,29.66,4.46,0.0,0.0,0.0,67.0
13416,171.0,29.79,4.83,0.0,0.0,0.0,66.0
13421,188.0,26.79,8.21,0.0,0.0,0.0,35.0
13422,196.0,27.01,8.9,0.0,0.0,0.0,35.0
13423,181.0,26.57,7.53,0.0,0.0,0.0,35.0
13424,174.0,27.53,6.2,0.0,0.0,0.0,36.0
13432,200.0,35.62,5.33,0.0,0.0,0.0,45.0
13436,207.0,36.12,5.8,0.0,0.0,0.0,45.0
13438,190.0,36.12,4.0,0.0,0.0,0.0,45.0
13439,211.0,30.5,8.91,0.0,0.0,0.0,57.0
13440,217.0,30.21,9.71,0.0,0.0,0.0,58.0
13445,223.0,28.57,11.15,0.0,0.0,0.0,59.0
13446,233.0,28.19,12.51,0.0,0.0,0.0,59.0
19706,387.0,0.0,5.0,88.4,0.3,0.0,788.0
19708,366.0,0.1,1.5,90.3,0.1,0.0,849.0
19709,369.0,0.1,0.1,94.3,0.2,0.0,8.0
19802,558.0,5.76,35.76,54.1,2.2,2.76,896.0
19804,523.0,7.0,32.7,56.2,0.0,0.0,763.0
19806,382.0,12.0,4.2,77.9,15.1,0.0,4.0
19807,500.0,9.0,28.1,57.2,10.0,0.0,884.0
19809,536.0,7.0,34.6,52.9,4.8,0.0,594.0
19814,381.0,9.1,3.5,79.2,2.8,2.21,250.0
19816,387.0,8.2,2.8,81.5,4.2,0.88,26.0
19817,380.0,9.0,3.5,80.1,0.0,0.0,4.0
19818,387.0,8.5,3.5,80.1,0.0,0.0,4.0
19823,487.0,7.1,20.8,67.8,6.1,0.22,8.0
19833,416.0,11.0,5.7,80.1,5.3,0.85,15.0
19856,81.0,0.0,0.24,19.68,0.0,14.57,13.0
19857,511.0,7.8,25.6,62.3,5.3,0.0,708.0
19868,336.0,0.0,0.0,91.17,0.0,80.33,0.0
19871,124.0,3.67,1.87,23.11,1.5,5.1,96.0
19873,21.0,0.0,0.0,5.14,0.0,1.52,10.0
19874,124.0,4.31,1.88,30.07,6.0,7.1,120.0
19875,162.0,4.84,4.59,25.3,0.2,22.78,71.0
19880,180.0,3.99,10.3,21.3,0.9,5.9,164.0
19881,154.0,4.5,7.05,20.75,0.5,7.7,87.0
19882,143.0,3.68,6.2,21.92,0.5,6.09,66.0
19883,153.0,3.53,5.68,25.63,0.8,5.49,72.0
19891,72.0,3.69,0.61,12.88,3.6,2.75,41.0
19892,49.0,1.37,2.33,11.95,7.5,0.43,6.0
19893,201.0,5.3,7.28,29.68,1.0,24.04,75.0
19894,136.0,3.89,2.17,30.18,5.8,20.29,75.0
19899,237.0,3.8,12.7,26.8,4.8,6.35,76.0
19902,546.0,4.88,31.28,61.17,7.0,47.9,24.0
19903,579.0,6.12,38.31,52.42,8.0,36.71,10.0
19904,598.0,7.79,42.63,45.9,10.9,23.99,20.0
19905,550.0,5.09,32.2,59.97,7.2,46.14,23.0
19910,542.0,9.53,31.34,55.53,3.3,40.33,264.0
19911,270.0,0.0,0.0,67.38,0.0,59.92,9.0
19912,310.0,0.09,0.45,76.37,0.2,68.03,4.0
19913,465.0,6.67,18.33,68.45,1.7,48.33,13.0
19919,352.0,0.08,0.0,87.97,0.0,68.18,23.0
19920,212.0,0.0,0.0,52.93,0.9,42.0,0.0
19921,331.0,0.0,0.0,91.96,2.5,78.57,1643.0
19922,481.0,2.13,27.65,55.87,6.4,36.16,128.0
20004,354.0,12.48,2.3,73.48,17.3,0.8,12.0
20005,352.0,9.91,1.16,77.72,15.6,0.8,9.0
20006,123.0,2.26,0.44,28.22,3.8,0.28,3.0
20008,343.0,13.25,3.4,71.5,10.0,0.0,1.0
20013,83.0,3.08,0.24,18.58,4.5,0.1,5.0
20014,365.0,9.42,4.74,74.26,7.3,0.64,35.0
20015,224.0,8.36,0.92,85.64,79.0,0.0,7.0
20016,361.0,6.93,3.86,76.85,7.3,0.64,5.0
21078,343.0,4.32,21.5,34.91,3.2,2.17,313.0
21080,219.0,6.21,12.48,21.39,3.7,1.63,348.0
21094,282.0,16.24,16.18,17.97,1.0,4.16,617.0
21096,310.0,17.29,15.97,24.07,1.7,4.67,481.0
21102,250.0,16.28,11.19,20.89,1.4,3.64,753.0
21105,257.0,10.29,12.45,26.69,1.0,3.53,602.0
21106,279.0,11.26,14.64,26.39,0.8,3.67,434.0
21125,156.0,12.17,2.73,20.34,0.7,3.0,329.0
21126,218.0,12.33,12.04,15.95,0.7,1.93,329.0
21127,153.0,0.95,9.91,14.89,1.9,12.19,203.0
21129,296.0,6.16,13.25,40.21,2.9,3.8,813.0
21142,370.0,7.08,18.92,42.82,2.5,3.88,979.0
21143,228.0,21.4,11.2,10.39,0.9,1.24,577.0
21144,301.0,3.0,18.5,30.51,3.2,0.54,454.0
21145,243.0,13.89,8.81,27.1,2.7,4.77,400.0
21151,155.0,10.91,2.37,22.54,1.2,6.06,305.0
21152,146.0,10.66,2.42,20.36,1.4,3.19,348.0
21153,146.0,10.66,2.42,20.36,1.4,3.19,348.0
21154,157.0,10.84,3.15,21.35,1.2,2.99,268.0
21159,183.0,12.29,5.34,21.49,1.2,3.41,444.0
21160,183.0,12.29,5.34,21.49,1.2,3.41,444.0
21161,205.0,10.06,6.41,26.66,1.6,3.61,354.0
21162,205.0,10.06,6.41,26.66,1.6,3.61,354.0
21211,157.0,10.84,3.15,21.35,1.2,2.99,268.0
21213,214.0,10.52,10.04,20.43,1.2,3.18,575.0
21214,221.0,12.33,12.04,15.95,0.7,1.93,329.0
21224,268.0,10.36,12.28,29.02,2.2,3.57,447.0
21230,276.0,10.94,13.59,27.4,1.4,3.4,617.0
21232,282.0,11.26,14.64,26.39,1.4,3.67,434.0
21233,263.0,12.97,11.79,27.81,1.1,6.22,626.0
21234,244.0,14.1,11.55,22.17,1.6,5.13,427.0
21240,221.0,14.87,11.6,14.2,1.4,0.0,476.0
21241,243.0,12.62,8.75,28.45,1.7,0.0,539.0
21242,256.0,13.06,11.5,24.97,1.4,0.0,660.0
21243,241.0,16.52,14.2,11.71,1.1,0.0,422.0
21248,132.0,3.49,2.6,23.62,3.3,0.0,98.0
21249,280.0,3.23,12.48,38.7,2.9,0.51,279.0
21250,261.0,14.85,10.55,26.76,1.0,5.6,461.0
21251,286.0,14.57,14.81,23.71,1.0,4.49,602.0
21258,260.0,10.29,12.45,26.69,0.9,3.53,602.0
21259,286.0,12.14,14.69,26.22,2.4,3.02,638.0
21260,229.0,8.86,12.7,19.85,3.9,0.9,397.0
21261,206.0,9.25,9.75,20.23,2.9,1.57,560.0
21266,179.0,9.84,6.42,20.51,2.4,0.0,564.0
21267,183.0,9.13,7.27,20.32,2.4,0.0,534.0
21268,350.0,4.32,21.5,34.91,3.2,2.17,313.0
21269,223.0,6.21,12.48,21.39,3.7,1.63,348.0
21418,253.0,19.61,11.2,18.52,1.2,0.0,997.0
21419,358.0,7.5,17.05,43.55,2.0,4.04,1070.0
21420,144.0,0.91,8.64,15.65,2.0,13.54,189.0
21421,274.0,20.25,15.42,13.66,1.4,0.0,948.0
21428,216.0,28.65,10.49,1.76,0.0,0.0,738.0
21429,464.0,10.96,36.61,22.54,1.5,0.0,828.0
21430,153.0,27.25,4.82,0.25,0.0,0.0,477.0
21431,170.0,25.9,7.43,0.0,0.0,0.0,526.0
21436,269.0,18.9,17.73,8.46,0.0,0.0,781.0
21437,297.0,21.7,18.9,9.93,0.0,0.0,884.0
21438,268.0,21.24,16.55,8.47,0.0,0.0,607.0
21439,274.0,20.62,17.73,7.96,0.0,0.0,632.0
21444,433.0,13.96,32.32,21.54,1.0,0.0,769.0
21445,188.0,24.31,9.66,0.85,0.0,0.0,601.0
21446,212.0,28.94,9.42,2.9,0.0,0.0,814.0
21456,274.0,21.67,16.47,9.83,0.4,0.0,540.0
21457,293.0,20.44,19.14,9.84,0.0,0.0,588.0
21463,84.0,3.36,1.01,15.86,1.1,11.68,49.0
21464,153.0,27.93,4.54,0.0,0.0,0.0,512.0
21465,172.0,26.24,7.41,0.0,0.0,0.0,492.0
21466,178.0,23.21,9.41,0.24,0.0,0.0,577.0
21471,274.0,19.23,18.07,8.68,0.1,0.0,747.0
21472,310.0,21.14,20.09,11.19,0.1,0.0,867.0
21473,279.0,13.48,11.68,29.86,1.9,0.0,806.0
21474,256.0,12.8,8.6,31.78,2.4,5.0,696.0
21479,255.0,11.74,10.68,27.93,2.3,4.71,712.0
21480,255.0,11.41,10.8,28.05,2.8,0.0,555.0
21482,282.0,11.06,12.94,30.36,2.3,2.82,637.0
21483,321.0,13.36,17.71,27.0,2.5,3.02,782.0
21484,280.0,11.5,12.35,30.62,2.3,3.32,633.0
21490,182.0,17.34,4.57,16.78,0.9,3.08,427.0
21491,333.0,14.13,16.17,32.66,2.1,2.79,967.0
21492,328.0,13.88,19.05,25.35,2.6,3.65,783.0
21493,319.0,12.77,18.52,25.3,2.6,3.42,725.0
21498,287.0,11.08,13.85,29.56,2.0,1.82,596.0
21505,263.0,11.91,11.07,28.8,3.0,3.71,471.0
21506,282.0,16.83,16.13,17.43,0.0,4.17,562.0
11086,22.0,2.2,0.13,4.33,3.7,0.5,226.0
11087,27.0,2.57,0.2,5.46,2.9,0.6,241.0
11088,72.0,5.6,0.6,11.7,4.2,0.0,50.0
11089,62.0,4.8,0.5,10.1,3.6,0.0,41.0
11090,34.0,2.82,0.37,6.64,2.6,1.7,33.0
11095,28.0,3.1,0.11,5.36,3.0,1.47,24.0
11096,22.0,3.17,0.49,2.85,2.7,0.38,33.0
11097,25.0,3.83,0.52,3.12,2.8,0.62,56.0
11098,43.0,3.38,0.3,8.95,3.8,2.2,25.0
11105,88.0,2.09,0.14,21.15,1.8,3.55,4.0
11106,14.0,0.39,0.04,3.61,0.0,0.0,7.0
11107,8.0,0.23,0.02,2.16,0.0,0.0,4.0
11108,3.0,0.11,0.13,0.38,0.0,0.0,4.0
11114,27.0,2.0,0.1,6.1,3.1,2.27,28.0
11115,24.0,1.8,0.09,5.41,2.8,0.0,24.0
11116,13.0,1.5,0.2,2.18,1.0,1.18,65.0
11117,12.0,1.56,0.16,1.78,1.0,0.83,34.0
11118,15.0,1.1,0.5,2.4,1.6,1.06,498.0
11124,41.0,0.93,0.24,9.58,2.8,4.74,69.0
11125,35.0,0.76,0.18,8.22,3.0,3.45,58.0
11126,23.0,0.58,0.14,5.37,1.8,2.46,240.0
11128,25.0,0.64,0.19,5.54,1.5,2.48,242.0
11136,23.0,1.84,0.45,4.11,2.3,2.08,15.0
11137,24.0,2.01,0.27,4.68,2.3,2.22,24.0
11138,19.0,1.61,0.22,3.75,2.7,1.05,18.0
11141,42.0,1.5,0.3,9.2,1.8,1.6,100.0
11148,20.0,1.88,0.08,4.13,2.1,1.1,179.0
11149,19.0,0.82,0.13,4.51,1.7,1.66,2.0
11150,24.0,0.62,0.48,5.09,2.8,1.89,1.0
11151,17.0,0.9,0.1,4.0,3.1,0.0,2.0
11158,20.0,1.64,0.09,4.31,2.3,2.01,53.0
11161,32.0,3.02,0.61,5.42,4.0,0.46,17.0
11162,33.0,2.71,0.72,5.65,4.0,0.4,15.0
11163,33.0,2.69,0.37,6.46,3.6,0.0,48.0
11170,61.0,1.95,0.77,13.86,1.7,4.15,195.0
11287,29.0,0.79,0.1,6.82,1.8,0.0,12.0
11288,28.0,0.77,0.1,6.59,1.8,2.9,12.0
11289,35.0,0.89,0.06,8.45,1.7,3.81,10.0
11290,28.0,0.71,0.05,6.7,1.4,2.9,8.0
11295,258.0,3.15,14.1,30.53,1.8,0.0,246.0
11296,276.0,4.14,14.3,33.79,2.2,5.1,370.0
11297,36.0,2.97,0.79,6.33,3.3,0.85,56.0
11298,75.0,1.2,0.3,17.99,4.9,4.8,10.0
11303,52.0,3.5,0.38,9.02,3.1,4.82,5.0
11304,81.0,5.42,0.4,14.45,5.7,5.67,5.0
11305,84.0,5.36,0.22,15.63,5.5,5.93,3.0
11306,58.0,3.01,0.48,10.6,3.3,3.2,185.0
11316,124.0,8.8,0.68,27.11,0.0,0.0,20.0
11317,98.0,7.05,0.51,17.08,0.0,0.0,3.0
11318,38.0,2.17,0.27,8.48,2.0,0.0,260.0
11322,53.0,3.4,0.47,11.15,3.4,0.0,79.0
11329,21.0,0.9,0.1,5.1,1.3,3.12,1173.0
11333,20.0,0.86,0.17,4.64,1.7,2.4,3.0
11334,28.0,0.92,0.2,6.7,1.2,3.19,2.0
11335,18.0,0.8,0.3,3.9,1.2,0.0,1369.0
11345,111.0,5.96,1.36,19.49,4.2,2.48,5.0
11349,112.0,0.38,0.14,27.23,0.4,0.39,12.0
11350,23.0,2.6,0.4,3.7,1.7,0.0,23.0
11351,20.0,2.3,0.4,3.1,1.5,1.6,18.0
11357,92.0,2.1,0.15,21.08,2.1,1.53,7.0
11358,87.0,2.3,0.15,19.59,1.8,1.43,12.0
11359,146.0,2.34,4.99,23.96,2.0,0.21,349.0
11360,161.0,2.51,5.13,27.5,2.3,0.29,391.0
11365,87.0,1.87,0.1,20.13,1.8,0.91,4.0
11366,78.0,2.86,0.1,17.21,3.3,0.0,14.0
11367,86.0,1.71,0.1,20.01,1.8,0.89,5.0
11368,100.0,2.1,0.1,23.28,1.6,0.0,7.0
11373,134.0,5.06,7.59,11.26,1.8,0.0,433.0
11374,44.0,1.2,0.11,9.89,1.4,0.0,217.0
11376,60.0,1.41,0.21,13.61,2.3,0.0,219.0
11378,354.0,8.34,0.41,81.17,6.6,3.36,77.0
11379,97.0,1.77,5.13,10.87,0.8,1.61,164.0
11384,314.0,8.9,3.7,74.31,4.1,0.0,2095.0
11385,93.0,2.3,4.12,12.84,0.9,0.0,439.0
11386,358.0,7.77,4.59,73.93,8.6,0.0,1578.0
11387,93.0,2.12,4.3,12.77,1.1,0.0,341.0
11394,163.0,2.16,6.24,25.59,2.3,0.2,323.0
11395,194.0,2.9,6.76,31.66,2.8,0.31,400.0
11396,76.0,1.83,0.14,17.47,1.9,0.0,33.0
11397,204.0,2.22,13.21,21.86,1.7,0.0,43.0
11526,44.0,4.16,0.68,6.85,0.0,0.0,54.0
11527,23.0,1.2,0.2,5.1,1.1,4.0,13.0
11529,18.0,0.88,0.2,3.89,1.2,2.63,5.0
11540,17.0,0.85,0.29,3.53,0.4,2.58,253.0
11546,82.0,4.32,0.47,18.91,4.1,12.18,59.0
11547,38.0,1.65,0.21,8.98,1.9,4.83,28.0
11548,302.0,12.91,0.44,74.68,16.5,43.9,134.0
11557,41.0,0.94,0.74,8.77,1.4,7.36,368.0
11559,32.0,1.32,0.39,7.09,1.4,0.0,15.0
11563,40.0,0.29,0.07,10.98,3.7,0.0,5.0
11564,28.0,0.9,0.1,6.43,1.8,3.8,67.0
11569,20.0,1.14,0.23,4.36,3.5,0.53,29.0
11570,14.0,1.36,0.3,2.42,1.7,0.0,277.0
11574,22.0,2.47,0.31,3.67,2.5,0.0,12.0
11575,29.0,3.35,0.42,4.98,3.4,0.75,15.0
11576,21.0,2.46,0.19,3.39,2.4,0.0,18.0
11583,72.0,3.33,0.52,13.47,4.0,0.0,47.0
11584,65.0,2.86,0.15,13.09,4.4,3.12,35.0
11585,19.0,0.91,0.32,3.83,0.5,2.78,55.0
11587,19.0,1.8,0.3,3.4,0.0,0.0,24.0
11594,14.0,0.4,0.2,3.04,1.0,1.18,107.0
11595,49.0,6.95,0.87,4.31,0.0,0.0,4.0
11596,38.0,5.31,0.66,3.21,0.0,0.0,4.0
11597,74.0,5.85,1.1,14.1,0.0,0.0,9.0
11605,73.0,0.84,0.06,18.18,2.5,0.0,162.0
11609,65.0,0.8,0.08,16.28,0.8,11.05,149.0
11613,21.0,1.8,0.7,3.06,0.0,0.0,80.0
11614,25.0,2.09,0.81,3.55,0.0,0.0,88.0
11620,37.0,2.1,0.2,8.53,3.2,0.0,42.0
11621,36.0,2.09,0.19,8.18,4.2,0.0,43.0
11624,321.0,15.2,2.1,74.65,10.4,0.0,35.0
11625,271.0,31.3,5.2,42.38,32.7,0.0,391.0
11641,16.0,1.21,0.18,3.35,1.1,2.2,2.0
11642,20.0,0.91,0.31,4.31,1.4,2.59,1.0
11643,34.0,0.95,0.13,8.59,1.5,2.2,4.0
11644,37.0,0.89,0.35,8.85,2.8,3.3,1.0
11655,40.0,0.95,0.15,9.28,0.8,3.91,66.0
11656,131.0,4.42,5.04,16.97,1.2,6.59,282.0
11657,83.0,1.91,0.57,17.57,1.5,1.48,302.0
11658,172.0,7.89,12.95,5.9,0.7,1.85,566.0
11667,290.0,57.47,7.72,23.9,3.6,3.1,1048.0
11669,45.0,3.03,0.64,9.14,0.5,0.65,872.0
11670,40.0,2.0,0.2,9.46,1.5,5.1,7.0
11671,81.0,2.35,1.28,15.47,0.0,0.0,217.0
11677,72.0,2.5,0.1,16.8,3.2,7.87,12.0
11683,341.0,8.1,1.49,79.57,23.6,38.82,275.0
11693,32.0,1.64,0.28,7.29,1.9,4.4,186.0
11695,16.0,1.16,0.19,3.18,0.9,0.0,42.0
11799,26.0,2.56,0.47,4.51,2.0,1.41,252.0
11800,19.0,2.27,0.25,3.11,2.8,0.32,261.0
11801,16.0,1.7,0.2,2.8,2.0,0.0,250.0
11802,12.0,1.3,0.17,2.13,1.4,0.25,343.0
11807,26.0,0.71,0.05,6.11,1.4,2.9,244.0
11808,71.0,1.32,0.3,17.01,4.0,4.8,246.0
11809,40.0,3.27,0.23,6.46,2.8,3.99,240.0
11810,50.0,3.5,0.38,8.43,3.1,4.82,241.0
11815,98.0,7.05,0.51,17.08,0.0,0.0,239.0
11816,38.0,2.17,0.27,8.48,3.3,2.83,4.0
11817,48.0,3.09,0.42,10.12,3.1,4.36,304.0
11818,45.0,2.54,0.2,8.63,2.2,3.77,273.0
11824,26.0,0.92,0.2,6.11,1.2,4.39,238.0
11825,16.0,0.95,0.18,3.31,0.9,0.0,240.0
11826,111.0,5.96,1.36,19.49,4.2,2.48,240.0
11827,20.0,2.3,0.4,3.1,1.5,1.6,254.0
11832,78.0,2.86,0.1,17.2,3.3,0.0,250.0
11833,86.0,1.71,0.1,20.01,2.0,0.89,241.0
11834,105.0,2.44,0.1,24.24,2.3,0.0,244.0
11835,100.0,2.1,0.1,23.28,1.6,0.0,243.0
11842,147.0,2.24,4.66,24.81,1.9,0.2,23.0
11843,132.0,5.06,7.59,11.27,1.8,0.0,433.0
11844,88.0,2.87,3.68,10.78,1.9,0.0,335.0
11845,18.0,0.72,0.07,4.31,1.1,2.08,237.0
11846,34.0,1.1,0.28,8.09,2.9,3.3,241.0
11851,30.0,0.93,0.18,6.84,1.8,3.95,254.0
11852,68.0,2.73,0.17,15.36,3.1,2.9,252.0
11853,141.0,12.35,6.4,11.05,4.2,0.0,250.0
11854,23.0,2.97,0.26,3.75,2.4,0.43,306.0
11859,25.0,1.28,0.2,5.54,1.4,2.33,242.0
11860,16.0,1.03,0.17,3.3,1.9,1.5,237.0
11861,15.0,1.14,0.36,2.69,1.0,1.71,239.0
11862,14.0,1.15,0.13,2.97,1.3,1.69,238.0
11867,39.0,1.23,0.07,10.04,0.0,0.0,238.0
11868,50.0,2.48,0.62,10.81,4.9,4.9,244.0
11869,30.0,1.48,0.37,6.46,2.9,2.93,241.0
11870,27.0,0.66,0.26,6.46,1.4,2.53,254.0
11871,111.0,5.07,0.8,24.37,0.0,0.0,253.0
11876,76.0,1.37,0.14,17.72,2.5,5.74,263.0
11877,100.0,1.71,0.12,23.4,1.8,0.0,244.0
11878,142.0,0.52,0.11,34.6,5.1,0.49,251.0
11879,24.0,2.72,0.41,3.89,2.0,0.0,238.0
11886,17.0,0.85,0.29,3.53,0.4,2.58,10.0
11888,38.0,1.65,0.21,8.98,1.9,4.83,202.0
11889,22.0,0.71,0.08,5.06,2.0,2.99,286.0
11890,21.0,1.53,0.24,3.73,2.0,1.73,272.0
11895,11.0,0.4,0.2,2.45,1.0,1.18,343.0
11896,37.0,5.31,0.66,3.21,0.0,0.0,240.0
11897,114.0,1.49,0.14,26.99,3.9,0.49,244.0
12004,217.0,5.97,0.99,46.28,0.0,0.0,31.0
12005,367.0,8.62,1.68,79.39,14.9,0.0,53.0
12006,486.0,16.54,30.74,42.12,34.4,0.0,16.0
12007,359.0,40.96,6.2,40.54,3.0,0.0,35.0
12014,559.0,30.23,49.05,10.71,6.0,1.4,7.0
12016,574.0,29.84,49.05,14.71,6.5,1.29,18.0
12021,517.0,16.18,38.45,34.29,0.0,0.0,3.0
12022,342.0,35.62,2.39,48.73,0.0,0.0,3.0
